image_path,labels
/home/piai/바탕화면/현장_3066/00001-20-0099_2.png,"[72, 233, 234]"
/home/piai/바탕화면/현장_3066/00001-20-0113_1.png,"[73, 74]"
/home/piai/바탕화면/현장_3066/00001-20-0114_1.png,"[127, 214, 215]"
/home/piai/바탕화면/현장_3066/00001-20-0116_1.png,"[73, 120, 165, 170]"
/home/piai/바탕화면/현장_3066/00001-20-0118_1.png,"[124, 127, 166, 214, 215, 256]"
/home/piai/바탕화면/현장_3066/00001-20-0120_1.png,"[1, 236]"
/home/piai/바탕화면/현장_3066/00001-20-0122_1.png,[73]
/home/piai/바탕화면/현장_3066/00001-20-0124_1.png,"[117, 166, 224, 241, 258]"
/home/piai/바탕화면/현장_3066/00001-20-0125_1.png,[117]
/home/piai/바탕화면/현장_3066/00001-20-0126_1.png,"[1, 117, 239]"
/home/piai/바탕화면/현장_3066/00001-20-0130_3.png,"[34, 114, 149, 171, 185, 223, 224]"
/home/piai/바탕화면/현장_3066/00001-20-0132_2.png,"[34, 76, 149, 171, 185]"
/home/piai/바탕화면/현장_3066/00001-20-0133_1.png,"[76, 149, 185]"
/home/piai/바탕화면/현장_3066/00001-20-0135_1.png,"[40, 124, 171, 214]"
/home/piai/바탕화면/현장_3066/00001-20-0138_1.png,"[3, 72, 74, 76, 90, 127]"
/home/piai/바탕화면/현장_3066/00001-20-0139_1.png,"[200, 208, 209, 217]"
/home/piai/바탕화면/현장_3066/00001-20-0141_1.png,"[127, 166, 173, 214, 215]"
/home/piai/바탕화면/현장_3066/00001-20-0142_1.png,"[72, 237, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0142_10.png,"[72, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0142_11.png,"[72, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0142_2.png,"[72, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0142_3.png,"[72, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0142_4.png,"[72, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0142_5.png,"[72, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0142_6.png,"[72, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0142_7.png,"[72, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0142_8.png,[72]
/home/piai/바탕화면/현장_3066/00001-20-0142_9.png,"[72, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0145_2.png,"[40, 153, 155, 171]"
/home/piai/바탕화면/현장_3066/00001-20-0147_1.png,"[153, 166, 173, 174]"
/home/piai/바탕화면/현장_3066/00001-20-0148_1.png,"[72, 125, 233]"
/home/piai/바탕화면/현장_3066/00001-20-0148_2.png,"[125, 233, 234]"
/home/piai/바탕화면/현장_3066/00001-20-0148_3.png,"[125, 233]"
/home/piai/바탕화면/현장_3066/00001-20-0150_1.png,"[1, 33, 117, 157, 236]"
/home/piai/바탕화면/현장_3066/00001-20-0156_3.png,"[10, 117, 122, 124, 179]"
/home/piai/바탕화면/현장_3066/00001-20-0164_1.png,"[57, 210, 215]"
/home/piai/바탕화면/현장_3066/00001-20-0165_1.png,"[10, 41, 119, 124, 150, 158, 166, 172, 181, 247, 256]"
/home/piai/바탕화면/현장_3066/00001-20-0166_2.png,"[76, 149, 150, 166]"
/home/piai/바탕화면/현장_3066/00001-20-0167_1.png,"[1, 117, 239]"
/home/piai/바탕화면/현장_3066/00001-20-0168_2.png,"[57, 224]"
/home/piai/바탕화면/현장_3066/00001-20-0170_1.png,"[58, 181, 214]"
/home/piai/바탕화면/현장_3066/00001-20-0171_1.png,"[83, 102, 200, 201, 209, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0173_1.png,"[40, 52, 153, 166, 174, 185]"
/home/piai/바탕화면/현장_3066/00001-20-0175_1.png,"[37, 73, 168]"
/home/piai/바탕화면/현장_3066/00001-20-0177_1.png,"[83, 102, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0180_1.png,"[166, 256]"
/home/piai/바탕화면/현장_3066/00001-20-0180_2.png,"[127, 166, 214, 215]"
/home/piai/바탕화면/현장_3066/00001-20-0182_1.png,"[50, 74, 117, 166]"
/home/piai/바탕화면/현장_3066/00001-20-0183_1.png,"[34, 73, 173]"
/home/piai/바탕화면/현장_3066/00001-20-0184_1.png,"[37, 166, 173]"
/home/piai/바탕화면/현장_3066/00001-20-0188_1.png,"[35, 73, 165, 166]"
/home/piai/바탕화면/현장_3066/00001-20-0188_2.png,"[35, 73, 165]"
/home/piai/바탕화면/현장_3066/00001-20-0190_1.png,"[20, 35, 130, 133, 165]"
/home/piai/바탕화면/현장_3066/00001-20-0192_1.png,[143]
/home/piai/바탕화면/현장_3066/00001-20-0192_2.png,"[73, 76, 86, 143]"
/home/piai/바탕화면/현장_3066/00001-20-0193_1.png,"[200, 201]"
/home/piai/바탕화면/현장_3066/00001-20-0196_1.png,"[50, 74, 192, 197, 198]"
/home/piai/바탕화면/현장_3066/00001-20-0197_1.png,"[35, 73, 117, 165, 166, 171, 185]"
/home/piai/바탕화면/현장_3066/00001-20-0198_1.png,"[73, 74, 239]"
/home/piai/바탕화면/현장_3066/00001-20-0201_1.png,"[60, 211, 214]"
/home/piai/바탕화면/현장_3066/00001-20-0201_2.png,"[60, 211, 214]"
/home/piai/바탕화면/현장_3066/00001-20-0206_1.png,"[39, 127, 165, 214, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0206_2.png,"[39, 127, 165, 214]"
/home/piai/바탕화면/현장_3066/00001-20-0206_3.png,"[127, 214, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0206_4.png,"[127, 214, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0209_1.png,[122]
/home/piai/바탕화면/현장_3066/00001-20-0209_2.png,[122]
/home/piai/바탕화면/현장_3066/00001-20-0217_1.png,"[49, 54, 60, 172, 192, 202, 211]"
/home/piai/바탕화면/현장_3066/00001-20-0218_1.png,"[37, 124, 173, 208, 209, 217]"
/home/piai/바탕화면/현장_3066/00001-20-0222_1.png,"[12, 127, 179, 214, 256]"
/home/piai/바탕화면/현장_3066/00001-20-0223_1.png,"[72, 233, 234]"
/home/piai/바탕화면/현장_3066/00001-20-0225_1.png,"[87, 143, 166, 226, 234]"
/home/piai/바탕화면/현장_3066/00001-20-0226_1.png,"[120, 226, 233]"
/home/piai/바탕화면/현장_3066/00001-20-0229_1.png,[73]
/home/piai/바탕화면/현장_3066/00001-20-0230_1.png,[73]
/home/piai/바탕화면/현장_3066/00001-20-0231_1.png,"[73, 171, 259]"
/home/piai/바탕화면/현장_3066/00001-20-0232_1.png,"[117, 124]"
/home/piai/바탕화면/현장_3066/00001-20-0234_1.png,"[12, 127, 128]"
/home/piai/바탕화면/현장_3066/00001-20-0237_1.png,"[122, 234]"
/home/piai/바탕화면/현장_3066/00001-20-0239_1.png,"[127, 166, 167, 214, 215]"
/home/piai/바탕화면/현장_3066/00001-20-0239_2.png,"[11, 82, 165, 166]"
/home/piai/바탕화면/현장_3066/00001-20-0242_1.png,"[35, 127, 214, 215]"
/home/piai/바탕화면/현장_3066/00001-20-0243_1.png,"[72, 117]"
/home/piai/바탕화면/현장_3066/00001-20-0244_1.png,"[35, 73, 165, 241]"
/home/piai/바탕화면/현장_3066/00001-20-0245_1.png,"[73, 150, 165, 171, 241, 259]"
/home/piai/바탕화면/현장_3066/00001-20-0247_1.png,[]
/home/piai/바탕화면/현장_3066/00001-20-0247_2.png,[]
/home/piai/바탕화면/현장_3066/00001-20-0249_1.png,"[33, 155, 238]"
/home/piai/바탕화면/현장_3066/00001-20-0253_1.png,"[117, 165, 166]"
/home/piai/바탕화면/현장_3066/00001-20-0257_1.png,"[39, 73]"
/home/piai/바탕화면/현장_3066/00001-20-0259_1.png,"[234, 238]"
/home/piai/바탕화면/현장_3066/00001-20-0260_1.png,"[72, 90, 150]"
/home/piai/바탕화면/현장_3066/00001-20-0261_1.png,"[32, 150, 157, 166, 172, 202, 210, 223, 224]"
/home/piai/바탕화면/현장_3066/00001-20-0262_1.png,"[122, 234, 237]"
/home/piai/바탕화면/현장_3066/00001-20-0262_2.png,"[122, 233, 234, 237]"
/home/piai/바탕화면/현장_3066/00001-20-0263_1.png,"[72, 138, 233, 234]"
/home/piai/바탕화면/현장_3066/00001-20-0264_1.png,"[41, 42, 76, 155, 165, 166]"
/home/piai/바탕화면/현장_3066/00001-20-0265_1.png,"[50, 74, 117, 166, 192]"
/home/piai/바탕화면/현장_3066/00001-20-0275_1.png,"[6, 45, 73, 112, 118, 124, 157, 171, 174]"
/home/piai/바탕화면/현장_3066/00001-20-0277_1.png,"[74, 197, 198]"
/home/piai/바탕화면/현장_3066/00001-20-0279_1.png,[12]
/home/piai/바탕화면/현장_3066/00001-20-0281_1.png,"[36, 124, 166, 224, 242]"
/home/piai/바탕화면/현장_3066/00001-20-0283_1.png,[73]
/home/piai/바탕화면/현장_3066/00001-20-0286_1.png,"[24, 233, 234]"
/home/piai/바탕화면/현장_3066/00001-20-0288_1.png,"[39, 51, 149, 150, 166, 220]"
/home/piai/바탕화면/현장_3066/00001-20-0289_1.png,"[127, 166, 167, 214]"
/home/piai/바탕화면/현장_3066/00001-20-0290_1.png,"[74, 198]"
/home/piai/바탕화면/현장_3066/00001-20-0290_2.png,[74]
/home/piai/바탕화면/현장_3066/00001-20-0290_3.png,"[74, 198]"
/home/piai/바탕화면/현장_3066/00001-20-0290_4.png,[74]
/home/piai/바탕화면/현장_3066/00001-20-0292_1.png,"[40, 155, 171, 222]"
/home/piai/바탕화면/현장_3066/00001-20-0293_1.png,"[36, 57, 150, 152, 165, 166, 174, 224]"
/home/piai/바탕화면/현장_3066/00001-20-0295_1.png,"[233, 234]"
/home/piai/바탕화면/현장_3066/00001-20-0297_1.png,"[34, 39, 127, 130, 257]"
/home/piai/바탕화면/현장_3066/00001-20-0297_2.png,[137]
/home/piai/바탕화면/현장_3066/00001-20-0301_1.png,"[40, 155, 171]"
/home/piai/바탕화면/현장_3066/00001-20-0302_1.png,"[73, 171]"
/home/piai/바탕화면/현장_3066/00001-20-0303_1.png,"[35, 38, 73, 117, 165, 174, 224]"
/home/piai/바탕화면/현장_3066/00001-20-0304_1.png,"[72, 74]"
/home/piai/바탕화면/현장_3066/00001-20-0308_2.png,"[20, 122]"
/home/piai/바탕화면/현장_3066/00001-20-0314_1.png,"[74, 198]"
/home/piai/바탕화면/현장_3066/00001-20-0316_1.png,"[72, 241, 246]"
/home/piai/바탕화면/현장_3066/00001-20-0319_1.png,"[46, 51, 57, 150, 152, 166, 172, 176]"
/home/piai/바탕화면/현장_3066/00001-20-0321_1.png,"[74, 77, 198, 225]"
/home/piai/바탕화면/현장_3066/00001-20-0324_1.png,"[125, 236, 239]"
/home/piai/바탕화면/현장_3066/00001-20-0324_2.png,"[125, 239]"
/home/piai/바탕화면/현장_3066/00001-20-0325_1.png,"[37, 166, 220]"
/home/piai/바탕화면/현장_3066/00001-20-0325_2.png,"[37, 166, 220]"
/home/piai/바탕화면/현장_3066/00001-20-0327_1.png,[73]
/home/piai/바탕화면/현장_3066/00001-20-0328_1.png,"[136, 171]"
/home/piai/바탕화면/현장_3066/00001-20-0329_1.png,"[11, 233, 234]"
/home/piai/바탕화면/현장_3066/00001-20-0332_1.png,"[118, 166]"
/home/piai/바탕화면/현장_3066/00001-20-0335_1.png,"[166, 179, 208, 217, 226]"
/home/piai/바탕화면/현장_3066/00001-20-0336_1.png,[117]
/home/piai/바탕화면/현장_3066/00001-20-0340_1.png,[71]
/home/piai/바탕화면/현장_3066/00001-20-0340_2.png,[72]
/home/piai/바탕화면/현장_3066/00001-20-0341_1.png,"[35, 73, 166]"
/home/piai/바탕화면/현장_3066/00001-20-0341_2.png,[140]
/home/piai/바탕화면/현장_3066/00001-20-0342_2.png,"[117, 124]"
/home/piai/바탕화면/현장_3066/00001-20-0348_1.png,[140]
/home/piai/바탕화면/현장_3066/00001-20-0349_1.png,"[181, 214, 215]"
/home/piai/바탕화면/현장_3066/00001-20-0350_1.png,"[200, 208, 217]"
/home/piai/바탕화면/현장_3066/00001-20-0350_2.png,"[200, 208, 217]"
/home/piai/바탕화면/현장_3066/00001-20-0351_1.png,"[12, 181, 215]"
/home/piai/바탕화면/현장_3066/00001-20-0353_1.png,"[73, 117, 124]"
/home/piai/바탕화면/현장_3066/00001-20-0356_1.png,"[127, 166, 214]"
/home/piai/바탕화면/현장_3066/00001-20-0356_2.png,"[127, 166, 214, 215]"
/home/piai/바탕화면/현장_3066/00001-20-0357_1.png,"[14, 47, 147, 148]"
/home/piai/바탕화면/현장_3066/00001-20-0360_1.png,"[77, 84, 179, 185, 247]"
/home/piai/바탕화면/현장_3066/00001-20-0361_1.png,[74]
/home/piai/바탕화면/현장_3066/00001-20-0365_1.png,"[13, 19, 45, 144, 147, 148, 170, 248]"
/home/piai/바탕화면/현장_3066/00001-20-0370_1.png,[74]
/home/piai/바탕화면/현장_3066/00001-20-0375_1.png,"[37, 51, 166, 214, 220]"
/home/piai/바탕화면/현장_3066/00001-20-0377_1.png,"[51, 53, 220]"
/home/piai/바탕화면/현장_3066/00001-20-0379_1.png,[124]
/home/piai/바탕화면/현장_3066/00001-20-0382_1.png,"[73, 106, 124, 165, 166, 171, 174]"
/home/piai/바탕화면/현장_3066/00001-20-0384_1.png,"[73, 124, 165, 166]"
/home/piai/바탕화면/현장_3066/00001-20-0385_1.png,"[61, 128, 226, 233, 234]"
/home/piai/바탕화면/현장_3066/00001-20-0387_1.png,"[20, 122]"
/home/piai/바탕화면/현장_3066/00001-20-0387_2.png,[122]
/home/piai/바탕화면/현장_3066/00001-20-0387_3.png,"[20, 122]"
/home/piai/바탕화면/현장_3066/00001-20-0387_4.png,[122]
/home/piai/바탕화면/현장_3066/00001-20-0388_1.png,"[124, 130, 133]"
/home/piai/바탕화면/현장_3066/00001-20-0388_2.png,"[124, 130, 133]"
/home/piai/바탕화면/현장_3066/00001-21-0001_1.png,"[73, 117, 171, 259]"
/home/piai/바탕화면/현장_3066/00001-21-0004_1.png,"[73, 88, 166, 241]"
/home/piai/바탕화면/현장_3066/00001-21-0004_2.png,"[88, 241]"
/home/piai/바탕화면/현장_3066/00001-21-0005_1.png,[]
/home/piai/바탕화면/현장_3066/00001-21-0006_1.png,"[34, 40, 43, 165, 171]"
/home/piai/바탕화면/현장_3066/00001-21-0007_1.png,"[127, 155, 181]"
/home/piai/바탕화면/현장_3066/00001-21-0007_2.png,[181]
/home/piai/바탕화면/현장_3066/00001-21-0009_1.png,"[49, 50, 192]"
/home/piai/바탕화면/현장_3066/00001-21-0014_1.png,"[73, 165, 241]"
/home/piai/바탕화면/현장_3066/00001-21-0015_1.png,"[67, 210, 223]"
/home/piai/바탕화면/현장_3066/00001-21-0016_1.png,[124]
/home/piai/바탕화면/현장_3066/00001-21-0017_1.png,"[1, 117]"
/home/piai/바탕화면/현장_3066/00001-21-0017_2.png,"[1, 117, 239]"
/home/piai/바탕화면/현장_3066/00001-21-0018_1.png,"[118, 165, 166, 169]"
/home/piai/바탕화면/현장_3066/00001-21-0020_1.png,"[40, 165, 171, 241, 259]"
/home/piai/바탕화면/현장_3066/00001-21-0022_1.png,"[127, 214, 217]"
/home/piai/바탕화면/현장_3066/00001-21-0029_1.png,[11]
/home/piai/바탕화면/현장_3066/00001-21-0030_1.png,"[155, 253]"
/home/piai/바탕화면/현장_3066/00001-21-0031_1.png,[128]
/home/piai/바탕화면/현장_3066/00001-21-0031_2.png,[128]
/home/piai/바탕화면/현장_3066/00001-21-0035_1.png,"[25, 215]"
/home/piai/바탕화면/현장_3066/00001-21-0035_2.png,"[25, 215]"
/home/piai/바탕화면/현장_3066/00001-21-0036_1.png,"[155, 238]"
/home/piai/바탕화면/현장_3066/00001-21-0036_2.png,"[33, 155, 238]"
/home/piai/바탕화면/현장_3066/00001-21-0041_1.png,"[37, 73, 149, 150, 165, 166]"
/home/piai/바탕화면/현장_3066/00001-21-0042_1.png,"[16, 127, 214]"
/home/piai/바탕화면/현장_3066/00001-21-0043_1.png,"[57, 166, 171, 172]"
/home/piai/바탕화면/현장_3066/00001-21-0046_1.png,"[60, 210, 223]"
/home/piai/바탕화면/현장_3066/00001-21-0047_1.png,"[226, 234, 256]"
/home/piai/바탕화면/현장_3066/00001-21-0047_3.png,[72]
/home/piai/바탕화면/현장_3066/00001-21-0049_3.png,[12]
/home/piai/바탕화면/현장_3066/00001-21-0050_1.png,"[165, 166]"
/home/piai/바탕화면/현장_3066/00001-21-0052_1.png,"[54, 169, 202]"
/home/piai/바탕화면/현장_3066/00001-21-0052_2.png,[169]
/home/piai/바탕화면/현장_3066/00001-21-0052_3.png,"[54, 169, 202]"
/home/piai/바탕화면/현장_3066/00001-21-0053_1.png,"[122, 136]"
/home/piai/바탕화면/현장_3066/00001-21-0060_1.png,"[37, 118, 150, 166, 181, 239]"
/home/piai/바탕화면/현장_3066/00001-21-0062_1.png,[39]
/home/piai/바탕화면/현장_3066/00001-21-0063_2.png,"[74, 104, 117, 192]"
/home/piai/바탕화면/현장_3066/00001-21-0069_1.png,[124]
/home/piai/바탕화면/현장_3066/00001-21-0071_1.png,"[78, 117, 166, 174]"
/home/piai/바탕화면/현장_3066/00001-21-0072_1.png,"[34, 37, 77, 123, 166]"
/home/piai/바탕화면/현장_3066/00001-21-0075_1.png,"[73, 74]"
/home/piai/바탕화면/현장_3066/00001-21-0076_1.png,"[78, 117, 174]"
/home/piai/바탕화면/현장_3066/00001-21-0077_1.png,[117]
/home/piai/바탕화면/현장_3066/00001-21-0078_1.png,"[124, 166, 169]"
/home/piai/바탕화면/현장_3066/00001-21-0079_1.png,[]
/home/piai/바탕화면/현장_3066/00001-21-0079_2.png,"[233, 234]"
/home/piai/바탕화면/현장_3066/00001-21-0079_3.png,[243]
/home/piai/바탕화면/현장_3066/00001-21-0080_1.png,"[200, 208]"
/home/piai/바탕화면/현장_3066/00001-21-0080_2.png,"[200, 208, 217]"
/home/piai/바탕화면/현장_3066/00001-21-0080_3.png,"[200, 208, 217]"
/home/piai/바탕화면/현장_3066/00001-21-0081_1.png,"[200, 208, 217]"
/home/piai/바탕화면/현장_3066/00001-21-0082_1.png,"[73, 171, 224]"
/home/piai/바탕화면/현장_3066/00001-21-0085_1.png,"[46, 166, 169, 179]"
/home/piai/바탕화면/현장_3066/00001-21-0086_1.png,"[37, 105, 130, 132, 242, 250]"
/home/piai/바탕화면/현장_3066/00001-21-0087_1.png,"[51, 73, 168, 216, 219]"
/home/piai/바탕화면/현장_3066/00001-21-0087_2.png,"[51, 73, 119, 168]"
/home/piai/바탕화면/현장_3066/00001-21-0088_1.png,"[17, 98, 100, 127, 128]"
/home/piai/바탕화면/현장_3066/00001-21-0089_1.png,"[117, 124, 166]"
/home/piai/바탕화면/현장_3066/00001-21-0089_2.png,"[117, 166]"
/home/piai/바탕화면/현장_3066/00001-21-0089_3.png,[117]
/home/piai/바탕화면/현장_3066/00001-21-0092_1.png,"[4, 94, 150, 152, 172]"
/home/piai/바탕화면/현장_3066/00001-21-0093_1.png,"[16, 59, 127, 130, 149, 150, 152, 160, 164]"
/home/piai/바탕화면/현장_3066/00001-21-0097_2.png,"[102, 128]"
/home/piai/바탕화면/현장_3066/00001-21-0101_1.png,"[74, 117]"
/home/piai/바탕화면/현장_3066/00001-21-0102_1.png,"[155, 181, 259]"
/home/piai/바탕화면/현장_3066/00001-21-0105_1.png,"[36, 73, 165, 166, 210, 224]"
/home/piai/바탕화면/현장_3066/00001-21-0107_1.png,"[99, 102, 128]"
/home/piai/바탕화면/현장_3066/00001-21-0109_2.png,"[99, 117]"
/home/piai/바탕화면/현장_3066/00001-21-0112_1.png,"[72, 124, 173]"
/home/piai/바탕화면/현장_3066/00001-21-0113_1.png,"[38, 124, 166, 171, 185]"
/home/piai/바탕화면/현장_3066/00001-21-0113_2.png,"[171, 185, 241]"
/home/piai/바탕화면/현장_3066/00001-21-0114_1.png,[74]
/home/piai/바탕화면/현장_3066/00001-21-0115_1.png,"[37, 38, 60, 165, 166, 169, 226, 236, 240, 241, 259]"
/home/piai/바탕화면/현장_3066/00001-21-0119_1.png,[73]
/home/piai/바탕화면/현장_3066/00001-21-0121_1.png,"[37, 166, 214, 215, 220]"
/home/piai/바탕화면/현장_3066/00001-21-0124_1.png,"[102, 128]"
/home/piai/바탕화면/현장_3066/00001-21-0125_1.png,"[127, 166, 214]"
/home/piai/바탕화면/현장_3066/00001-21-0125_2.png,"[127, 166, 214]"
/home/piai/바탕화면/현장_3066/00001-21-0126_1.png,"[73, 166]"
/home/piai/바탕화면/현장_3066/00001-21-0127_1.png,"[11, 128]"
/home/piai/바탕화면/현장_3066/00001-21-0127_5.png,"[11, 128]"
/home/piai/바탕화면/현장_3066/00001-21-0132_1.png,"[46, 187, 191]"
/home/piai/바탕화면/현장_3066/00001-21-0135_1.png,"[40, 73, 117, 124, 171]"
/home/piai/바탕화면/현장_3066/00001-21-0135_2.png,"[40, 73, 117, 124, 171]"
/home/piai/바탕화면/현장_3066/00001-21-0136_1.png,"[40, 117, 124, 171]"
/home/piai/바탕화면/현장_3066/00001-21-0137_1.png,"[37, 117, 118, 149, 150, 166, 239]"
/home/piai/바탕화면/현장_3066/00001-21-0139_1.png,"[37, 166, 210]"
/home/piai/바탕화면/현장_3066/00001-21-0139_2.png,"[37, 210]"
/home/piai/바탕화면/현장_3066/00001-21-0139_3.png,"[37, 166, 210]"
/home/piai/바탕화면/현장_3066/00001-21-0139_4.png,"[37, 166, 210]"
/home/piai/바탕화면/현장_3066/00001-21-0139_5.png,"[37, 117, 124, 166, 210]"
/home/piai/바탕화면/현장_3066/00001-21-0144_1.png,"[118, 166, 167, 249]"
/home/piai/바탕화면/현장_3066/00001-21-0149_1.png,"[72, 165, 172, 223]"
/home/piai/바탕화면/현장_3066/00001-21-0149_2.png,"[35, 73, 165, 223]"
/home/piai/바탕화면/현장_3066/00001-21-0149_3.png,"[73, 223]"
/home/piai/바탕화면/현장_3066/00001-21-0150_1.png,"[166, 174, 179]"
/home/piai/바탕화면/현장_3066/00001-21-0150_2.png,"[74, 165, 166, 172, 173, 179, 223, 224, 242]"
/home/piai/바탕화면/현장_3066/00001-21-0151_1.png,"[45, 73, 170]"
/home/piai/바탕화면/현장_3066/00001-21-0152_1.png,"[73, 117, 124, 173]"
/home/piai/바탕화면/현장_3066/00001-21-0154_1.png,"[117, 118, 166]"
/home/piai/바탕화면/현장_3066/00001-21-0154_2.png,"[117, 118, 166]"
/home/piai/바탕화면/현장_3066/00001-21-0154_3.png,"[150, 166, 223]"
/home/piai/바탕화면/현장_3066/00001-21-0154_4.png,"[118, 150, 166, 223]"
/home/piai/바탕화면/현장_3066/00001-21-0154_6.png,[166]
/home/piai/바탕화면/현장_3066/00001-21-0157_1.png,"[117, 166, 219]"
/home/piai/바탕화면/현장_3066/00001-21-0157_2.png,"[117, 166, 219]"
/home/piai/바탕화면/현장_3066/00001-21-0158_1.png,"[40, 117, 124, 166, 171]"
/home/piai/바탕화면/현장_3066/00001-21-0162_1.png,"[171, 185, 253]"
/home/piai/바탕화면/현장_3066/00001-21-0165_1.png,"[119, 125, 136]"
/home/piai/바탕화면/현장_3066/00001-21-0165_2.png,"[119, 125, 136]"
/home/piai/바탕화면/현장_3066/00001-21-0165_3.png,"[125, 136]"
/home/piai/바탕화면/현장_3066/00001-21-0166_1.png,[215]
/home/piai/바탕화면/현장_3066/00001-21-0166_2.png,[215]
/home/piai/바탕화면/현장_3066/00001-21-0166_3.png,[215]
/home/piai/바탕화면/현장_3066/00001-21-0166_4.png,[]
/home/piai/바탕화면/현장_3066/00001-21-0168_1.png,[73]
